"21338",44,594,710,48,510,52,642,696,58,522,600,600,46,48,48,62,626,596,658,426,72,758,48,602,612,36,52,34,40,48,0,612,742,36,58,630,50,40,58,34,614,50,46,634,42,608,618,82,60,48,586,468,518,596,628,66,40,28,558,724,488,532,372,518,662,46,130,44,88,44,628,488,748,30,406,44,558,682,36,52,34,40,46,58,608,718,578,54,626,122,38,60,566
"29142",588,66,134,576,112,570,54,126,574,94,88,54,600,602,580,566,66,72,114,200,564,190,590,100,84,590,578,618,590,604,612,0,186,608,572,66,590,578,554,582,98,574,586,96,604,64,60,538,558,580,58,142,118,52,26,588,600,616,72,156,116,102,258,96,84,584,634,578,664,610,80,136,176,596,218,596,84,150,582,594,606,610,566,578,78,150,62,590,60,514,606,578,90
"29147",734,180,68,736,268,728,152,108,734,262,162,188,758,724,738,728,164,192,140,370,700,56,736,194,156,730,736,768,744,758,742,186,0,750,732,160,744,714,704,720,180,732,748,152,742,174,164,686,704,742,214,294,248,200,170,704,748,756,228,50,296,244,434,234,146,724,666,736,732,748,160,308,64,750,392,732,228,76,728,740,754,752,720,722,190,68,216,732,164,672,748,738,170
"29345",36,606,718,36,502,40,646,706,46,522,610,606,34,40,36,42,638,604,668,410,74,766,32,598,624,40,40,26,28,24,36,608,750,0,48,642,38,32,48,36,612,30,34,646,32,620,630,78,46,40,582,464,530,596,624,52,24,12,558,732,488,540,360,526,670,40,140,28,92,30,640,484,756,30,394,34,562,690,26,32,28,26,34,40,604,726,578,46,638,114,30,36,564
"29386",36,568,696,24,468,22,610,674,30,488,580,572,34,76,22,18,600,568,644,380,66,748,32,564,590,40,28,50,32,42,58,572,732,48,0,604,30,26,38,42,580,24,26,614,52,588,602,60,26,26,550,446,496,560,588,64,40,54,524,714,456,512,330,490,632,34,178,22,136,48,602,458,738,34,372,60,530,676,28,36,38,62,18,26,564,708,540,66,602,88,46,26,550
"29389",622,68,112,608,132,604,56,90,608,124,66,64,636,630,614,604,56,80,86,230,584,160,624,74,56,616,612,652,624,638,630,66,160,642,604,0,624,614,584,600,72,608,620,66,636,48,38,566,584,614,70,170,120,62,58,620,634,650,90,130,142,108,292,106,76,612,644,614,674,644,66,158,146,630,246,624,96,114,614,630,640,652,600,608,90,122,78,624,38,544,640,610,92
"29534",30,588,714,18,488,14,628,694,16,502,596,590,28,64,18,20,620,584,664,392,68,762,22,584,606,38,14,44,26,30,50,590,744,38,30,624,0,24,34,44,600,18,20,626,34,602,620,66,24,14,568,454,512,578,606,56,26,46,540,730,468,530,342,506,652,18,164,22,122,34,622,470,752,30,380,44,544,690,24,22,36,50,12,24,582,722,560,48,620,96,40,22,558
"29548",28,580,686,28,482,20,616,672,26,494,586,580,26,56,16,30,606,580,642,390,68,736,22,578,594,36,24,32,24,22,40,578,714,32,26,614,24,0,36,42,594,20,18,616,40,592,602,66,26,20,562,452,506,572,594,50,32,36,538,706,464,512,336,498,644,30,154,16,116,32,608,460,728,26,378,48,532,662,28,36,28,46,14,22,570,700,554,58,610,94,34,24,544
"29566",40,554,672,32,458,20,592,648,26,474,560,554,44,64,28,38,578,554,622,374,78,716,40,546,572,52,32,54,34,38,58,554,704,48,38,584,34,36,0,40,560,32,34,594,44,564,582,58,30,24,538,438,482,542,568,54,50,52,508,694,442,498,324,480,608,36,162,28,116,50,580,442,710,40,360,62,508,656,36,38,42,60,28,34,542,688,524,64,582,88,56,26,530
"29722",46,566,688,34,476,34,612,664,40,492,574,574,30,54,34,44,596,568,638,402,70,736,42,568,584,42,42,34,30,40,34,582,720,36,42,600,44,42,40,0,578,28,28,602,38,580,600,64,38,34,552,446,490,566,598,56,32,36,530,704,462,516,350,494,632,36,138,26,98,42,604,456,726,32,386,46,532,666,34,40,32,42,36,40,578,700,548,54,598,96,34,36,550
"29732",602,86,140,584,116,580,92,126,584,112,106,92,610,606,590,580,88,100,98,200,570,184,596,40,74,596,588,626,604,608,614,98,180,612,580,72,600,594,560,578,0,580,596,94,616,88,78,540,566,590,86,144,124,74,86,596,608,620,78,150,126,122,270,110,92,592,640,586,664,622,100,156,174,602,228,598,100,142,592,604,612,624,576,582,106,150,70,600,78,516,614,586,104
"29735",32,572,698,20,468,12,612,676,18,490,584,574,26,66,12,14,604,570,642,372,64,750,20,564,590,32,20,40,22,28,50,574,732,30,24,608,18,20,32,28,580,0,18,612,42,586,604,58,18,16,548,438,496,562,590,58,28,42,524,714,454,514,322,492,636,26,162,12,124,44,608,450,740,26,362,42,528,674,20,24,26,48,14,14,566,710,544,52,604,88,34,16,548
"29754",34,584,712,22,484,18,624,690,20,504,596,586,16,54,10,28,616,582,656,400,64,764,30,580,606,38,18,36,18,26,46,586,748,34,26,620,20,18,34,28,596,18,0,624,42,598,620,60,28,18,564,458,512,578,602,58,22,42,538,730,470,530,346,508,648,30,156,14,118,38,618,466,754,32,388,38,540,692,26,30,32,44,14,20,578,724,556,52,620,92,36,22,562
"29924",626,86,126,612,146,604,62,98,612,138,80,82,640,638,618,606,68,86,118,238,586,154,628,116,26,624,614,656,628,642,634,96,152,646,614,66,626,616,594,602,94,612,624,0,638,76,72,576,592,618,104,172,124,96,82,622,638,654,112,114,156,130,302,118,74,614,642,616,684,648,80,168,148,634,256,626,98,116,618,634,644,652,608,616,100,134,96,628,64,550,644,616,106
"29935",32,600,714,44,506,40,640,700,42,520,602,600,26,36,48,46,628,596,662,414,76,760,38,608,616,58,40,20,32,34,42,604,742,32,52,636,34,40,44,38,616,42,42,638,0,618,628,88,44,36,586,472,528,596,620,40,36,24,556,728,490,538,366,522,662,24,128,48,80,16,632,492,754,36,404,48,562,690,36,32,34,34,36,52,600,724,574,50,634,118,30,36,566
"29940",604,48,122,586,116,582,60,102,586,108,66,54,614,616,592,588,54,68,102,210,570,176,602,98,72,594,588,630,606,616,608,64,174,620,588,48,602,592,564,580,88,586,598,76,618,0,44,546,562,592,62,154,108,56,50,598,612,628,78,144,124,88,270,86,86,598,618,592,656,626,74,138,162,608,226,606,66,126,600,608,618,630,580,594,96,142,72,606,42,524,618,588,90
"39310",618,56,104,604,134,600,58,82,604,114,70,52,632,626,614,604,50,68,86,222,590,160,616,84,54,612,606,640,624,634,618,60,164,630,602,38,620,602,582,600,78,604,620,72,628,44,0,566,584,610,64,166,126,48,48,608,630,638,80,124,140,94,288,92,80,614,640,610,672,636,76,160,152,626,244,628,88,112,614,626,632,640,596,604,86,126,72,624,14,542,628,606,68
"40300",74,532,650,58,438,54,570,632,64,462,540,530,76,102,58,56,560,526,606,364,86,698,58,530,556,56,66,92,70,74,82,538,686,78,60,566,66,66,58,64,540,58,60,576,88,546,566,0,52,58,516,412,460,538,554,98,78,86,494,672,428,478,310,456,584,68,196,54,146,90,562,420,692,66,344,82,494,638,58,74,76,96,58,64,538,668,512,80,564,46,80,58,518
"40304",32,552,668,18,458,14,590,650,20,474,562,556,38,70,22,18,582,550,620,374,70,716,22,548,574,40,26,50,28,40,60,558,704,46,26,584,24,26,30,38,566,18,28,592,44,562,584,52,0,18,536,428,476,546,572,50,38,58,510,690,440,498,324,476,614,32,168,22,124,46,584,442,708,38,358,56,512,646,34,30,40,68,16,20,550,684,526,58,582,80,44,18,532
"40305",28,578,706,16,478,4,618,684,10,494,590,580,30,68,12,22,610,576,654,386,74,758,24,574,596,44,16,42,20,32,48,580,742,40,26,614,14,20,24,34,590,16,18,618,36,592,610,58,18,0,558,452,502,568,596,56,28,44,532,724,460,520,336,498,642,20,166,16,124,36,612,460,748,28,374,48,534,684,30,24,34,54,10,22,572,718,550,50,610,90,38,12,554
"40700",570,44,158,554,82,548,70,136,552,84,80,46,580,586,558,550,62,48,122,174,546,216,566,78,92,568,556,596,572,578,586,58,214,582,550,70,568,562,538,552,86,548,564,104,586,62,64,516,536,558,0,114,104,28,62,568,578,590,56,174,86,78,244,82,92,560,610,554,630,592,80,114,202,570,186,574,64,166,568,574,580,592,544,556,94,174,50,568,64,484,584,556,58
"40701",452,132,254,448,70,442,168,234,454,94,162,138,470,472,452,438,162,136,214,88,458,304,446,132,162,450,450,482,462,460,468,142,294,464,446,170,454,452,438,446,144,438,458,172,472,154,166,412,428,452,114,0,94,128,152,450,458,472,102,260,86,110,138,98,194,448,512,448,528,470,178,96,294,452,108,452,116,252,448,456,466,472,438,454,148,264,110,446,166,382,466,450,154
"40702",514,78,204,498,74,498,142,176,496,88,126,100,524,538,506,496,112,92,162,158,492,258,514,110,116,504,500,540,512,526,518,118,248,530,496,120,512,506,482,490,124,496,512,124,528,108,126,460,476,502,104,94,0,110,136,512,522,538,82,216,74,76,218,68,142,510,540,504,566,532,142,90,248,518,152,526,90,202,506,518,528,540,492,504,124,228,76,516,126,438,528,500,130
"40703",584,48,148,562,94,558,70,124,566,86,76,46,590,598,572,562,58,58,110,180,570,206,578,74,80,582,566,606,582,592,596,52,200,596,560,62,578,572,542,566,74,562,578,96,596,56,48,538,546,568,28,128,110,0,54,576,588,604,56,164,104,86,258,88,90,576,626,568,654,602,84,136,196,584,208,592,72,154,582,584,594,606,554,566,86,166,54,586,48,506,594,566,64
"40704",604,66,114,590,120,586,48,106,590,108,80,60,616,612,596,582,56,72,96,212,580,170,606,104,68,606,592,634,606,620,628,26,170,624,588,58,606,594,568,598,86,590,602,82,620,50,48,554,572,596,62,152,136,54,0,604,616,632,66,136,130,104,272,102,72,596,650,594,678,626,60,150,156,612,234,610,82,132,602,610,622,626,582,598,64,130,54,606,48,530,622,594,70
"40705",48,580,680,56,488,52,622,670,58,508,586,584,52,64,58,64,618,584,648,398,100,724,48,580,606,74,54,52,64,46,66,588,704,52,64,620,56,50,54,56,596,58,58,622,40,598,608,98,50,56,568,450,512,576,604,0,54,54,538,688,470,520,348,512,644,56,142,60,98,34,616,474,718,54,386,78,542,668,54,42,56,58,52,62,582,688,558,66,616,126,48,52,534
"40707",36,598,716,28,498,32,636,700,34,514,606,600,18,44,26,38,630,596,668,410,74,764,30,594,616,36,32,26,28,24,40,600,748,24,40,634,26,32,50,32,608,28,22,638,36,612,630,78,38,28,578,458,522,588,616,54,0,28,548,730,480,540,360,518,662,38,138,28,104,28,632,480,754,26,394,40,554,690,28,16,30,34,26,34,596,724,570,42,630,110,14,28,566
"40902",40,614,728,44,510,48,654,714,54,530,620,616,30,32,44,54,646,612,678,418,74,776,40,606,632,44,48,18,32,28,28,616,756,12,54,650,46,36,52,36,620,42,42,654,24,628,638,86,58,44,590,472,538,604,632,54,28,0,566,744,496,548,368,534,678,36,134,36,88,28,648,492,766,22,402,40,570,698,30,40,26,24,42,54,612,736,586,46,646,122,26,44,574
"40906",544,68,172,526,60,522,90,150,526,58,96,70,552,558,532,528,86,80,136,160,530,228,542,74,90,544,530,568,546,554,558,72,228,558,524,90,540,538,508,530,78,524,538,112,556,78,80,494,510,532,56,102,82,56,66,538,548,566,0,190,68,62,222,66,112,538,590,534,610,564,100,100,214,546,170,550,56,188,544,544,556,568,518,534,102,192,26,542,84,464,554,530,74
"40908",716,138,50,720,234,710,124,70,716,228,132,146,744,706,720,710,122,156,118,336,682,54,718,168,118,712,718,750,730,740,724,156,50,732,714,130,730,706,694,704,150,714,730,114,728,144,124,672,690,724,174,260,216,164,136,688,730,744,190,0,256,208,402,204,114,710,660,720,716,730,122,274,62,732,360,708,196,76,710,728,738,734,702,702,154,64,176,714,124,654,730,720,126
"40909",476,110,244,456,56,450,150,212,454,68,148,110,482,502,464,456,142,112,202,126,472,298,472,112,136,474,464,498,474,484,488,116,296,488,456,142,468,464,442,462,126,454,470,156,490,124,140,428,440,460,86,86,74,104,130,470,480,496,68,256,0,84,170,82,172,468,540,460,556,494,152,74,288,476,116,488,72,244,474,476,486,500,448,462,138,258,82,478,144,398,486,458,128
"40910",524,80,196,514,68,510,116,172,518,68,118,80,542,544,524,514,100,80,156,158,512,252,528,110,100,528,518,550,530,544,532,102,244,540,512,108,530,512,498,516,122,514,530,130,538,88,94,478,498,520,78,110,76,86,104,520,540,548,62,208,84,0,214,52,140,522,556,520,580,542,118,86,238,536,154,536,62,194,524,536,542,552,506,520,124,208,68,530,106,454,538,518,102
"40915",348,262,388,336,174,326,296,352,342,198,286,254,358,384,336,330,284,262,348,92,350,442,342,254,286,352,336,374,356,352,372,258,434,360,330,292,342,336,324,350,270,322,346,302,366,270,288,310,324,336,244,138,218,258,272,348,360,368,222,402,170,214,0,206,322,338,452,340,434,364,302,170,432,348,100,356,226,386,344,348,358,374,328,338,266,402,244,356,290,290,366,334,286
"40916",514,76,194,494,68,488,124,158,492,48,116,86,520,532,502,494,94,92,148,144,490,250,510,92,92,500,496,536,514,522,518,96,234,526,490,106,506,498,480,494,110,492,508,118,522,86,92,456,476,498,82,98,68,88,102,512,518,534,66,204,82,52,206,0,146,502,552,498,578,532,122,70,240,514,144,522,66,198,506,514,524,536,488,500,122,214,72,516,96,436,524,496,114
"41101",650,78,104,636,154,628,58,102,636,156,86,72,664,654,642,628,68,72,106,260,614,132,652,116,76,644,640,680,648,666,662,84,146,670,632,76,652,644,608,632,92,636,648,74,662,86,80,584,614,642,92,194,142,90,72,644,662,678,112,114,172,140,322,146,0,634,660,642,690,672,80,196,122,658,276,642,116,98,632,656,664,668,626,636,94,110,96,652,74,568,668,638,78
"41102",36,580,696,30,482,24,614,674,30,500,586,582,32,58,28,26,612,576,650,392,64,742,28,576,594,46,24,38,20,32,46,584,724,40,34,612,18,30,36,36,592,26,30,614,24,598,614,68,32,20,560,448,510,576,596,56,38,36,538,710,468,522,338,502,634,0,148,24,96,34,612,466,738,26,380,36,542,672,30,38,32,46,22,38,572,708,558,46,614,98,48,32,552
"41104",150,598,666,166,550,168,658,640,168,562,594,608,144,110,158,172,640,608,662,490,162,696,162,626,632,162,164,128,142,150,130,634,666,140,178,644,164,154,162,138,640,162,156,642,128,618,640,196,168,166,610,512,540,626,650,142,138,134,590,660,540,556,452,552,660,148,0,164,72,134,646,528,704,152,466,130,590,668,148,150,150,136,160,170,624,684,606,148,648,230,134,166,572
"41107",36,578,704,16,474,12,616,682,22,494,590,580,26,64,8,22,608,576,648,386,60,754,24,570,596,32,20,38,16,24,44,578,736,28,22,614,22,16,28,26,586,12,14,616,48,592,610,54,22,16,554,448,504,568,594,60,28,36,534,720,460,520,340,498,642,24,164,0,124,44,610,456,744,22,370,40,534,682,20,32,26,50,16,18,574,716,550,54,610,86,42,20,554
"41110",108,630,708,120,564,128,686,712,126,586,630,640,106,78,124,126,670,634,690,490,116,746,108,650,666,114,120,90,108,104,88,664,732,92,136,674,122,116,116,98,664,124,118,684,80,656,672,146,124,124,630,528,566,654,678,98,104,88,610,716,556,580,434,578,690,96,72,124,0,88,678,540,748,108,466,88,612,702,98,108,106,92,116,130,646,724,632,102,680,186,100,124,592
"41111",28,608,718,40,512,40,648,706,42,528,608,606,26,36,44,42,640,606,676,416,82,764,36,608,626,52,36,22,40,32,44,610,748,30,48,644,34,32,50,42,622,44,38,648,16,626,636,90,46,36,592,470,532,602,626,34,28,28,564,730,494,542,364,532,672,34,134,44,88,0,642,494,754,32,404,56,568,698,30,28,34,34,32,50,602,724,580,46,644,122,26,36,564
"41112",620,78,110,606,142,600,58,116,606,130,76,78,632,626,612,598,56,84,106,234,584,158,624,120,62,610,606,650,622,636,628,80,160,640,602,66,622,608,580,604,100,608,618,80,632,74,76,562,584,612,80,178,142,84,60,616,632,648,100,122,152,118,302,122,80,612,646,610,678,642,0,168,148,628,256,622,96,124,610,628,638,644,598,602,100,122,80,622,72,542,638,608,90
"41300",472,132,260,456,74,450,166,228,454,70,162,130,482,492,460,454,158,136,220,136,460,318,468,144,152,470,458,498,476,480,488,136,308,484,458,158,470,460,442,456,156,450,466,168,492,138,160,420,442,460,114,96,90,136,150,474,480,492,100,274,74,86,170,70,196,466,528,456,540,494,168,0,304,472,100,476,100,264,472,476,482,496,452,462,150,274,110,470,164,386,486,458,154
