"41301",740,178,48,740,268,734,138,112,740,262,164,180,768,726,742,734,152,182,136,372,702,22,740,188,148,738,742,774,752,764,748,176,64,756,738,146,752,728,710,726,174,740,754,148,754,162,152,692,708,748,202,294,248,196,156,718,754,766,214,62,288,238,432,240,122,738,704,744,748,754,148,304,0,756,390,734,220,46,732,748,760,758,724,736,162,36,204,734,152,678,754,742,156
"41302",28,594,718,32,490,32,634,700,38,510,600,596,32,50,30,34,626,592,668,398,68,766,24,586,612,30,32,32,26,26,30,596,750,30,34,630,30,26,40,32,602,26,32,634,36,608,626,66,38,28,570,452,518,584,612,54,26,22,546,732,476,536,348,514,658,26,152,22,108,32,628,472,756,0,382,38,550,690,24,36,12,38,24,36,592,726,566,38,626,98,28,36,562
"41303",390,212,346,370,120,364,252,316,380,146,240,214,396,424,378,366,246,214,302,54,382,404,378,210,236,380,370,408,390,390,406,218,392,394,372,246,380,378,360,386,228,362,388,256,404,226,244,344,358,374,186,108,152,208,234,386,394,402,170,360,116,154,100,144,276,380,466,370,466,404,256,100,390,382,0,398,180,340,382,386,392,412,366,376,224,360,186,388,244,320,400,372,232
"41304",48,590,698,52,494,52,628,698,54,520,592,592,46,50,44,50,622,588,652,414,66,742,44,588,610,48,48,50,24,44,44,596,732,34,60,624,44,48,62,46,598,42,38,626,48,606,628,82,56,48,574,452,526,592,610,78,40,40,550,708,488,536,356,522,642,36,130,40,88,56,622,476,734,38,398,0,550,672,36,52,38,40,40,50,590,704,570,46,628,118,54,60,564
"41305",546,74,180,528,82,522,84,156,528,82,100,66,556,566,534,528,84,72,154,160,524,230,546,86,80,544,530,572,548,558,558,84,228,562,530,96,544,532,508,532,100,528,540,98,562,66,88,494,512,534,64,116,90,72,82,542,554,570,56,196,72,62,226,66,116,542,590,534,612,568,96,100,220,550,180,550,0,180,546,550,560,574,522,536,110,192,46,548,88,464,560,532,86
"41308",680,134,66,678,226,672,112,112,678,218,134,148,702,674,686,676,114,144,102,324,640,48,684,150,118,678,682,706,684,698,682,150,76,690,676,114,690,662,656,666,142,674,692,116,690,126,112,638,646,684,166,252,202,154,132,668,690,698,188,76,244,194,386,198,98,672,668,682,702,698,124,264,46,690,340,672,180,0,674,690,692,698,666,670,132,48,164,684,112,620,690,680,138
"41500",30,584,696,24,488,26,618,688,32,510,590,584,26,54,24,20,614,578,654,394,50,742,22,578,594,18,26,36,26,26,36,582,728,26,28,614,24,28,36,34,592,20,26,618,36,600,614,58,34,30,568,448,506,582,602,54,28,30,544,710,474,524,344,506,632,30,148,20,98,30,610,472,732,24,382,36,546,674,0,26,24,34,22,30,578,704,560,48,614,100,34,32,560
"41501",32,594,710,24,494,20,634,692,26,510,602,596,26,60,26,30,626,592,666,398,78,758,26,590,612,44,28,38,40,28,52,594,740,32,36,630,22,36,38,40,604,24,30,634,32,608,626,74,30,24,574,456,518,584,610,42,16,40,544,728,476,536,348,514,656,38,150,32,108,28,628,476,748,36,386,52,550,690,26,0,42,42,22,34,588,718,566,50,626,106,26,16,562
"41502",30,604,718,34,500,38,644,710,40,520,614,606,32,48,34,36,636,602,668,408,68,770,30,596,622,34,34,28,26,34,34,606,754,28,38,640,36,28,42,32,612,26,32,644,34,618,632,76,40,34,580,466,528,594,622,56,30,26,556,738,486,542,358,524,664,32,150,26,106,34,638,482,760,12,392,38,560,692,24,42,0,30,26,32,602,730,576,48,636,108,28,42,572
"41503",48,618,720,58,512,58,648,718,60,532,624,618,36,42,54,56,648,614,676,424,88,768,50,610,636,54,54,32,48,40,40,610,752,26,62,652,50,46,60,42,624,48,44,652,34,630,640,96,68,54,592,472,540,606,626,58,34,24,568,734,500,552,374,536,668,46,136,50,92,34,644,496,758,38,412,40,574,698,34,42,30,0,48,56,614,728,588,54,648,130,32,54,578
"41504",22,564,684,14,464,10,604,670,12,486,576,566,26,62,14,16,596,562,642,374,68,736,16,562,584,32,12,36,18,28,46,566,720,34,18,600,12,14,28,36,576,14,14,608,36,580,596,58,16,10,544,438,492,554,582,52,26,42,518,702,448,506,328,488,626,22,160,16,116,32,598,452,724,24,366,40,522,666,22,22,26,48,0,16,558,696,536,46,596,86,36,14,534
"41505",34,580,694,22,480,18,612,678,24,496,588,576,32,66,14,24,608,572,638,388,76,746,34,566,594,36,26,48,26,38,58,578,722,40,26,608,24,22,34,40,582,14,20,616,52,594,604,64,20,22,556,454,504,566,598,62,34,54,534,702,462,520,338,500,636,38,170,18,130,50,602,462,736,36,376,50,536,670,30,34,32,56,16,0,570,710,552,64,604,96,44,22,552
"41700",580,98,132,570,124,562,92,122,566,128,112,98,592,590,572,562,90,84,114,210,566,176,588,124,90,590,568,614,586,596,608,78,190,604,564,90,582,570,542,578,106,566,578,100,600,96,86,538,550,572,94,148,124,86,64,582,596,612,102,154,138,124,266,122,94,572,624,574,646,602,100,150,162,592,224,590,110,132,578,588,602,614,558,570,0,134,92,586,86,510,602,568,92
"41701",710,156,40,710,238,706,126,106,712,232,142,154,738,702,714,704,130,156,116,342,676,46,712,164,118,712,712,744,722,734,718,150,68,726,708,122,722,700,688,700,150,710,724,134,724,142,126,668,684,718,174,264,228,166,130,688,724,736,192,64,258,208,402,214,110,708,684,716,724,724,122,274,36,726,360,704,192,48,704,718,730,728,696,710,134,0,178,708,130,652,724,712,126
"41702",558,52,162,544,72,540,78,140,544,68,86,60,572,582,550,540,66,70,122,170,544,218,562,68,78,564,546,588,560,574,578,62,216,578,540,78,560,554,524,548,70,544,556,96,574,72,72,512,526,550,50,110,76,54,54,558,570,586,26,176,82,68,244,72,96,558,606,550,632,580,80,110,204,566,186,570,46,164,560,566,576,588,536,552,92,178,0,560,76,480,576,548,74
"41703",42,590,702,50,488,54,628,686,56,512,590,590,56,54,52,52,620,586,656,404,88,744,44,584,610,62,54,56,46,58,54,590,732,46,66,624,48,58,64,54,600,52,52,628,50,606,624,80,58,50,568,446,516,586,606,66,42,46,542,714,478,530,356,516,652,46,148,54,102,46,622,470,734,38,388,46,548,684,48,50,48,54,46,64,586,708,560,0,628,112,48,62,554
"49308",626,56,104,604,138,600,50,80,604,118,60,50,632,634,614,604,40,66,98,222,590,158,620,84,52,612,606,648,624,634,626,60,164,638,602,38,620,610,582,598,78,604,620,64,634,42,14,564,582,610,64,166,126,48,48,616,630,646,84,124,144,106,290,96,74,614,648,610,680,644,72,164,152,626,244,628,88,112,614,626,636,648,596,604,86,130,76,628,0,540,636,608,76
"49703",106,508,636,94,410,84,548,610,96,434,520,506,108,136,90,84,536,502,584,338,108,684,90,500,534,106,98,124,102,106,122,514,672,114,88,544,96,94,88,96,516,88,92,550,118,524,542,46,80,90,484,382,438,506,530,126,110,122,464,654,398,454,290,436,568,98,230,86,186,122,542,386,678,98,320,118,464,620,100,106,108,130,86,96,510,652,480,112,540,0,112,90,498
"49706",34,604,716,42,504,42,644,702,44,520,612,606,28,42,40,44,636,602,668,416,84,764,28,600,622,42,46,24,42,38,38,606,748,30,46,640,40,34,56,34,614,34,36,644,30,618,628,80,44,38,584,466,528,594,622,48,14,26,554,730,486,538,366,524,668,48,134,42,100,26,638,486,754,28,400,54,560,690,34,26,28,32,36,44,602,724,576,48,636,112,0,34,564
"94659",32,574,702,20,476,8,616,680,18,492,586,578,26,68,16,22,606,574,650,384,82,752,28,572,594,48,24,42,32,28,60,578,738,36,26,610,22,24,26,36,586,16,22,616,36,588,606,58,18,12,556,450,500,566,594,52,28,44,530,720,458,518,334,496,638,32,166,20,124,36,608,458,742,36,372,60,532,680,32,16,42,54,14,22,568,712,548,62,608,90,34,0,552
"49300",554,72,116,550,124,542,80,116,548,118,82,66,576,552,554,550,80,66,116,218,560,170,552,120,90,560,552,580,564,570,566,90,170,564,550,92,558,544,530,550,104,548,562,106,566,90,68,518,532,554,58,154,130,64,70,534,566,574,74,126,128,102,286,114,78,552,572,554,592,564,90,154,156,562,232,564,86,138,560,562,572,578,534,552,92,126,74,554,76,498,564,552,0
